Order ID,Order Date,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-10192,2023-07-17,Customer 242,Home Office,USA,Los Angeles,California,West,Furniture,Tables,Tables Model 921,170.12,10,0.2,9.18
ORD-10193,2023-01-06,Customer 40,Home Office,USA,Los Angeles,California,West,Technology,Machines,Machines Model 214,875.67,2,0.3,28.06
ORD-10194,2022-07-30,Customer 299,Corporate,USA,New York,New York,East,Technology,Machines,Machines Model 193,166.86,6,0.3,-11.84
ORD-10195,2023-11-20,Customer 158,Home Office,USA,Miami,Florida,South,Office Supplies,Binders,Binders Model 122,522.98,8,0.0,99.21
ORD-10196,2023-12-19,Customer 33,Home Office,USA,Atlanta,Georgia,South,Furniture,Bookcases,Bookcases Model 161,233.54,2,0.0,36.41
ORD-10197,2023-01-27,Customer 230,Corporate,USA,Philadelphia,Pennsylvania,East,Furniture,Tables,Tables Model 484,420.69,3,0.3,-2.69
ORD-10198,2022-08-17,Customer 2,Consumer,USA,New York,New York,East,Technology,Accessories,Accessories Model 405,136.26,9,0.3,4.39
ORD-10199,2022-10-10,Customer 97,Home Office,USA,Atlanta,Georgia,South,Technology,Accessories,Accessories Model 883,826.89,4,0.3,-11.13
ORD-10200,2022-04-14,Customer 18,Corporate,USA,New York,New York,East,Technology,Accessories,Accessories Model 712,622.62,1,0.1,32.08
ORD-10201,2022-02-27,Customer 72,Home Office,USA,New York,New York,East,Technology,Phones,Phones Model 396,414.22,4,0.1,78.12
ORD-10202,2022-05-27,Customer 267,Consumer,USA,Seattle,Washington,West,Technology,Machines,Machines Model 523,777.09,6,0.1,58.62
ORD-10203,2022-02-18,Customer 177,Home Office,USA,Chicago,Illinois,Central,Furniture,Bookcases,Bookcases Model 787,949.55,3,0.3,37.0
ORD-10204,2023-07-05,Customer 243,Consumer,USA,Atlanta,Georgia,South,Technology,Accessories,Accessories Model 969,420.09,5,0.3,-22.7
ORD-10205,2023-07-25,Customer 272,Consumer,USA,Seattle,Washington,West,Technology,Phones,Phones Model 497,809.66,1,0.3,114.93
ORD-10206,2022-07-15,Customer 27,Corporate,USA,Seattle,Washington,West,Furniture,Tables,Tables Model 486,653.77,8,0.2,-17.58
ORD-10207,2022-12-07,Customer 156,Consumer,USA,New York,New York,East,Furniture,Bookcases,Bookcases Model 316,729.82,9,0.1,87.47
ORD-10208,2022-09-03,Customer 283,Corporate,USA,Los Angeles,California,West,Technology,Accessories,Accessories Model 894,916.15,10,0.1,90.84
ORD-10209,2023-05-25,Customer 239,Consumer,USA,Chicago,Illinois,Central,Office Supplies,Storage,Storage Model 922,655.75,5,0.2,26.17
ORD-10210,2022-01-17,Customer 134,Home Office,USA,Atlanta,Georgia,South,Furniture,Tables,Tables Model 698,326.66,1,0.1,60.53
ORD-10211,2023-11-02,Customer 173,Corporate,USA,Atlanta,Georgia,South,Furniture,Chairs,Chairs Model 881,343.27,7,0.1,42.85
ORD-10212,2023-07-14,Customer 251,Consumer,USA,Atlanta,Georgia,South,Office Supplies,Binders,Binders Model 655,738.12,6,0.1,25.83
ORD-10213,2023-10-08,Customer 119,Consumer,USA,New York,New York,East,Furniture,Bookcases,Bookcases Model 824,67.54,1,0.3,-4.43
ORD-10214,2022-01-17,Customer 4,Home Office,USA,Los Angeles,California,West,Furniture,Bookcases,Bookcases Model 664,466.89,1,0.3,30.26
ORD-10215,2023-12-16,Customer 221,Consumer,USA,Miami,Florida,South,Furniture,Bookcases,Bookcases Model 209,727.75,9,0.2,-33.27
ORD-10216,2023-02-11,Customer 41,Corporate,USA,New York,New York,East,Furniture,Chairs,Chairs Model 515,627.39,5,0.2,10.56
ORD-10217,2023-01-24,Customer 194,Home Office,USA,Miami,Florida,South,Technology,Phones,Phones Model 587,313.98,2,0.0,23.04
ORD-10218,2022-04-08,Customer 271,Consumer,USA,New York,New York,East,Technology,Phones,Phones Model 335,101.03,7,0.2,9.24
ORD-10219,2022-11-19,Customer 9,Consumer,USA,Seattle,Washington,West,Office Supplies,Binders,Binders Model 701,925.68,5,0.0,87.79
ORD-10220,2023-07-08,Customer 170,Corporate,USA,Seattle,Washington,West,Furniture,Tables,Tables Model 873,179.2,4,0.3,12.41
ORD-10221,2022-03-19,Customer 175,Home Office,USA,Los Angeles,California,West,Technology,Machines,Machines Model 887,974.84,1,0.0,155.26
ORD-10222,2023-07-21,Customer 193,Corporate,USA,Atlanta,Georgia,South,Furniture,Bookcases,Bookcases Model 290,287.86,8,0.3,-12.37
ORD-10223,2023-01-25,Customer 79,Home Office,USA,Miami,Florida,South,Technology,Accessories,Accessories Model 498,802.09,2,0.0,93.84
ORD-10224,2022-10-04,Customer 53,Consumer,USA,Chicago,Illinois,Central,Furniture,Chairs,Chairs Model 189,25.09,5,0.3,-0.25
ORD-10225,2022-12-29,Customer 284,Consumer,USA,Seattle,Washington,West,Office Supplies,Storage,Storage Model 711,563.65,7,0.0,31.88
ORD-10226,2022-06-23,Customer 195,Consumer,USA,Chicago,Illinois,Central,Furniture,Tables,Tables Model 242,425.53,2,0.1,60.85
ORD-10227,2022-11-03,Customer 248,Consumer,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 469,163.02,3,0.3,-5.06
ORD-10228,2022-05-19,Customer 156,Consumer,USA,Houston,Texas,Central,Technology,Machines,Machines Model 505,505.89,10,0.1,57.91
ORD-10229,2023-09-10,Customer 103,Corporate,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 421,348.04,10,0.1,26.14
ORD-10230,2022-10-15,Customer 202,Corporate,USA,Seattle,Washington,West,Office Supplies,Paper,Paper Model 216,740.18,8,0.1,60.3
ORD-10231,2022-10-26,Customer 36,Corporate,USA,Los Angeles,California,West,Technology,Machines,Machines Model 789,46.38,8,0.1,5.08
ORD-10232,2022-03-17,Customer 230,Home Office,USA,Miami,Florida,South,Technology,Accessories,Accessories Model 590,257.18,3,0.3,25.02
ORD-10233,2022-09-12,Customer 182,Consumer,USA,Atlanta,Georgia,South,Technology,Phones,Phones Model 762,794.91,6,0.0,61.48
ORD-10234,2023-06-16,Customer 286,Home Office,USA,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Paper Model 804,123.83,2,0.2,0.68
ORD-10235,2022-01-26,Customer 248,Consumer,USA,Seattle,Washington,West,Office Supplies,Paper,Paper Model 402,473.8,10,0.1,40.86
ORD-10236,2022-07-31,Customer 267,Corporate,USA,Miami,Florida,South,Furniture,Bookcases,Bookcases Model 456,158.84,5,0.2,10.14
ORD-10237,2023-12-29,Customer 59,Consumer,USA,Miami,Florida,South,Office Supplies,Storage,Storage Model 969,702.83,6,0.0,87.9
ORD-10238,2022-12-05,Customer 287,Corporate,USA,Houston,Texas,Central,Technology,Phones,Phones Model 573,931.32,4,0.1,128.5
ORD-10239,2023-09-21,Customer 102,Corporate,USA,Seattle,Washington,West,Technology,Phones,Phones Model 706,202.66,7,0.3,-18.79
ORD-10240,2023-07-04,Customer 96,Corporate,USA,Atlanta,Georgia,South,Furniture,Bookcases,Bookcases Model 433,230.5,5,0.0,44.79
ORD-10241,2023-09-18,Customer 201,Home Office,USA,Seattle,Washington,West,Furniture,Tables,Tables Model 216,677.29,8,0.2,67.22
ORD-10242,2022-11-17,Customer 61,Consumer,USA,Chicago,Illinois,Central,Office Supplies,Storage,Storage Model 412,189.08,5,0.0,41.22
ORD-10243,2023-08-12,Customer 197,Corporate,USA,New York,New York,East,Office Supplies,Storage,Storage Model 290,158.53,7,0.3,7.78
ORD-10244,2023-04-07,Customer 28,Corporate,USA,Miami,Florida,South,Technology,Phones,Phones Model 109,499.85,3,0.1,39.31
ORD-10245,2023-05-19,Customer 213,Home Office,USA,Miami,Florida,South,Furniture,Tables,Tables Model 960,964.55,9,0.3,2.2
ORD-10246,2022-08-19,Customer 276,Corporate,USA,Atlanta,Georgia,South,Furniture,Chairs,Chairs Model 272,574.09,4,0.2,-24.01
ORD-10247,2023-01-11,Customer 278,Consumer,USA,Atlanta,Georgia,South,Technology,Machines,Machines Model 878,130.95,2,0.2,18.83
ORD-10248,2022-02-03,Customer 231,Corporate,USA,Miami,Florida,South,Office Supplies,Binders,Binders Model 456,741.27,4,0.2,125.05
ORD-10249,2023-09-17,Customer 220,Consumer,USA,Philadelphia,Pennsylvania,East,Furniture,Chairs,Chairs Model 730,225.68,10,0.2,37.3
ORD-10250,2022-06-22,Customer 166,Home Office,USA,Los Angeles,California,West,Furniture,Chairs,Chairs Model 399,578.67,9,0.2,57.41
ORD-10251,2022-10-11,Customer 65,Home Office,USA,Chicago,Illinois,Central,Technology,Machines,Machines Model 986,818.88,3,0.3,106.2
ORD-10252,2023-08-15,Customer 138,Home Office,USA,Los Angeles,California,West,Furniture,Bookcases,Bookcases Model 524,335.65,4,0.3,7.51
ORD-10253,2022-10-12,Customer 189,Corporate,USA,Atlanta,Georgia,South,Furniture,Bookcases,Bookcases Model 599,798.71,2,0.3,23.09
ORD-10254,2023-07-02,Customer 204,Consumer,USA,Houston,Texas,Central,Technology,Phones,Phones Model 539,736.31,8,0.2,119.67
ORD-10255,2023-05-12,Customer 176,Home Office,USA,Seattle,Washington,West,Office Supplies,Paper,Paper Model 880,831.78,6,0.1,117.73
ORD-10256,2022-06-11,Customer 226,Corporate,USA,New York,New York,East,Furniture,Bookcases,Bookcases Model 100,788.21,8,0.0,63.89
ORD-10257,2022-10-08,Customer 48,Home Office,USA,Miami,Florida,South,Technology,Phones,Phones Model 469,884.5,5,0.1,193.36
ORD-10258,2022-11-09,Customer 120,Corporate,USA,Houston,Texas,Central,Office Supplies,Storage,Storage Model 771,905.72,3,0.0,135.03
ORD-10259,2023-04-01,Customer 5,Consumer,USA,New York,New York,East,Furniture,Chairs,Chairs Model 812,487.27,3,0.1,63.28
ORD-10260,2022-04-15,Customer 53,Corporate,USA,Houston,Texas,Central,Office Supplies,Storage,Storage Model 476,149.53,2,0.1,14.32
ORD-10261,2022-01-09,Customer 85,Corporate,USA,Houston,Texas,Central,Office Supplies,Binders,Binders Model 459,648.74,3,0.0,118.48
ORD-10262,2022-05-24,Customer 64,Home Office,USA,Los Angeles,California,West,Office Supplies,Storage,Storage Model 847,692.83,4,0.0,189.94
ORD-10263,2022-09-12,Customer 284,Home Office,USA,Atlanta,Georgia,South,Office Supplies,Paper,Paper Model 714,795.26,4,0.2,88.4
ORD-10264,2022-10-30,Customer 28,Consumer,USA,Houston,Texas,Central,Technology,Accessories,Accessories Model 606,221.34,10,0.1,41.38
ORD-10265,2022-11-21,Customer 68,Corporate,USA,Miami,Florida,South,Furniture,Tables,Tables Model 981,645.32,2,0.0,191.48
ORD-10266,2022-03-11,Customer 8,Corporate,USA,Atlanta,Georgia,South,Technology,Machines,Machines Model 320,189.31,8,0.0,10.26
ORD-10267,2023-02-16,Customer 43,Home Office,USA,New York,New York,East,Office Supplies,Storage,Storage Model 649,300.76,9,0.3,1.77
ORD-10268,2023-02-05,Customer 34,Corporate,USA,Seattle,Washington,West,Furniture,Tables,Tables Model 815,97.44,4,0.1,13.07
ORD-10269,2023-09-16,Customer 29,Corporate,USA,Miami,Florida,South,Furniture,Chairs,Chairs Model 782,104.49,7,0.0,17.07
ORD-10270,2022-12-22,Customer 268,Home Office,USA,Los Angeles,California,West,Furniture,Bookcases,Bookcases Model 901,154.47,1,0.1,19.17
ORD-10271,2022-01-31,Customer 172,Corporate,USA,Houston,Texas,Central,Office Supplies,Binders,Binders Model 378,754.78,5,0.0,183.3
ORD-10272,2022-02-26,Customer 256,Home Office,USA,Philadelphia,Pennsylvania,East,Technology,Machines,Machines Model 270,634.98,8,0.3,17.59
ORD-10273,2022-01-03,Customer 23,Consumer,USA,Houston,Texas,Central,Office Supplies,Binders,Binders Model 350,896.38,2,0.1,166.01
ORD-10274,2023-11-03,Customer 215,Consumer,USA,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Paper Model 429,921.82,3,0.0,173.5
ORD-10275,2023-11-21,Customer 27,Consumer,USA,Seattle,Washington,West,Technology,Accessories,Accessories Model 328,285.83,2,0.2,-5.76
ORD-10276,2023-04-13,Customer 5,Corporate,USA,Philadelphia,Pennsylvania,East,Furniture,Tables,Tables Model 305,868.71,5,0.2,-24.67
ORD-10277,2022-07-20,Customer 280,Consumer,USA,Chicago,Illinois,Central,Technology,Machines,Machines Model 254,257.73,6,0.3,38.52
ORD-10278,2023-11-05,Customer 193,Home Office,USA,Philadelphia,Pennsylvania,East,Furniture,Chairs,Chairs Model 844,550.71,1,0.2,-27.33
ORD-10279,2022-05-26,Customer 144,Consumer,USA,Houston,Texas,Central,Furniture,Bookcases,Bookcases Model 144,983.45,7,0.3,137.97
ORD-10280,2023-10-15,Customer 202,Consumer,USA,Seattle,Washington,West,Technology,Accessories,Accessories Model 706,469.29,2,0.0,82.76
ORD-10281,2023-02-07,Customer 168,Corporate,USA,Philadelphia,Pennsylvania,East,Technology,Phones,Phones Model 563,252.04,5,0.2,45.75
ORD-10282,2022-06-18,Customer 231,Corporate,USA,Houston,Texas,Central,Furniture,Chairs,Chairs Model 421,153.39,10,0.0,13.63
ORD-10283,2022-09-29,Customer 62,Consumer,USA,Miami,Florida,South,Technology,Accessories,Accessories Model 261,965.34,4,0.3,-22.13
ORD-10284,2022-02-20,Customer 154,Corporate,USA,Houston,Texas,Central,Furniture,Tables,Tables Model 939,165.36,4,0.2,8.11
ORD-10285,2022-04-15,Customer 72,Consumer,USA,Los Angeles,California,West,Office Supplies,Paper,Paper Model 112,564.83,9,0.1,13.38
ORD-10286,2022-09-23,Customer 39,Consumer,USA,New York,New York,East,Furniture,Chairs,Chairs Model 166,827.2,6,0.0,161.78
ORD-10287,2023-04-18,Customer 26,Consumer,USA,Seattle,Washington,West,Furniture,Chairs,Chairs Model 687,906.98,6,0.0,55.03
ORD-10288,2022-07-11,Customer 141,Corporate,USA,Atlanta,Georgia,South,Office Supplies,Binders,Binders Model 556,395.07,7,0.1,34.96
ORD-10289,2023-07-18,Customer 246,Consumer,USA,Los Angeles,California,West,Technology,Machines,Machines Model 189,624.64,5,0.3,1.87
ORD-10290,2023-07-11,Customer 10,Corporate,USA,Chicago,Illinois,Central,Furniture,Tables,Tables Model 900,215.47,9,0.1,33.98
ORD-10291,2022-07-04,Customer 14,Corporate,USA,Chicago,Illinois,Central,Technology,Accessories,Accessories Model 711,357.15,10,0.2,16.82
ORD-10292,2022-08-27,Customer 82,Consumer,USA,Los Angeles,California,West,Office Supplies,Binders,Binders Model 353,812.48,8,0.2,115.14
ORD-10293,2022-06-27,Customer 91,Consumer,USA,Seattle,Washington,West,Technology,Machines,Machines Model 706,74.79,4,0.3,-0.85
ORD-10294,2022-07-12,Customer 253,Home Office,USA,Chicago,Illinois,Central,Technology,Phones,Phones Model 416,709.38,6,0.1,99.86
ORD-10295,2023-05-05,Customer 1,Corporate,USA,Seattle,Washington,West,Furniture,Chairs,Chairs Model 728,75.04,10,0.1,0.37
ORD-10296,2023-08-24,Customer 73,Consumer,USA,Los Angeles,California,West,Office Supplies,Storage,Storage Model 966,193.91,6,0.0,10.76
ORD-10297,2022-11-27,Customer 70,Consumer,USA,Houston,Texas,Central,Office Supplies,Storage,Storage Model 849,943.08,7,0.0,126.51
ORD-10298,2023-08-27,Customer 90,Corporate,USA,Atlanta,Georgia,South,Technology,Accessories,Accessories Model 414,190.72,9,0.2,1.11
ORD-10299,2023-08-05,Customer 17,Consumer,USA,Houston,Texas,Central,Furniture,Bookcases,Bookcases Model 716,21.76,10,0.3,2.45
ORD-10300,2022-03-21,Customer 122,Corporate,USA,Houston,Texas,Central,Technology,Machines,Machines Model 427,122.03,8,0.1,10.1
ORD-10301,2022-08-03,Customer 128,Home Office,USA,Los Angeles,California,West,Technology,Machines,Machines Model 169,646.32,6,0.3,-62.79
ORD-10302,2022-06-20,Customer 212,Corporate,USA,Chicago,Illinois,Central,Furniture,Bookcases,Bookcases Model 487,21.26,7,0.3,1.77
ORD-10303,2022-03-17,Customer 18,Corporate,USA,Chicago,Illinois,Central,Furniture,Tables,Tables Model 120,792.96,10,0.1,32.25
ORD-10304,2023-07-15,Customer 48,Corporate,USA,Chicago,Illinois,Central,Furniture,Chairs,Chairs Model 708,354.97,7,0.1,64.96
ORD-10305,2022-12-06,Customer 106,Consumer,USA,Miami,Florida,South,Office Supplies,Storage,Storage Model 519,181.7,7,0.1,2.43
ORD-10306,2023-01-05,Customer 2,Corporate,USA,Chicago,Illinois,Central,Office Supplies,Binders,Binders Model 189,114.0,7,0.3,-7.02
ORD-10307,2023-04-30,Customer 60,Corporate,USA,Chicago,Illinois,Central,Furniture,Chairs,Chairs Model 903,45.22,3,0.2,8.78
ORD-10308,2023-01-26,Customer 190,Consumer,USA,Atlanta,Georgia,South,Office Supplies,Storage,Storage Model 556,279.7,9,0.3,-15.04
ORD-10309,2023-12-15,Customer 50,Consumer,USA,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Paper Model 784,278.13,5,0.0,24.41
ORD-10310,2023-12-05,Customer 244,Home Office,USA,Chicago,Illinois,Central,Technology,Phones,Phones Model 341,562.53,7,0.3,79.55
ORD-10311,2023-04-05,Customer 89,Consumer,USA,Atlanta,Georgia,South,Furniture,Tables,Tables Model 316,904.72,1,0.1,27.21
ORD-10312,2023-10-05,Customer 76,Home Office,USA,Los Angeles,California,West,Furniture,Tables,Tables Model 364,96.8,7,0.1,24.13
ORD-10313,2023-06-17,Customer 235,Consumer,USA,Houston,Texas,Central,Furniture,Tables,Tables Model 905,565.24,9,0.2,92.79
ORD-10314,2023-07-31,Customer 52,Corporate,USA,Miami,Florida,South,Office Supplies,Binders,Binders Model 988,165.24,10,0.0,46.47
ORD-10315,2022-10-10,Customer 207,Consumer,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 733,661.69,10,0.3,-59.97
ORD-10316,2023-01-17,Customer 11,Corporate,USA,Miami,Florida,South,Office Supplies,Paper,Paper Model 937,696.7,1,0.3,90.72
ORD-10317,2023-03-30,Customer 165,Corporate,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 846,861.07,2,0.1,28.93
ORD-10318,2023-01-18,Customer 29,Home Office,USA,Miami,Florida,South,Furniture,Tables,Tables Model 910,227.16,7,0.3,20.42
ORD-10319,2022-07-25,Customer 30,Consumer,USA,Los Angeles,California,West,Office Supplies,Storage,Storage Model 133,516.66,3,0.0,48.27
ORD-10320,2023-10-13,Customer 64,Home Office,USA,Miami,Florida,South,Office Supplies,Storage,Storage Model 131,215.13,6,0.3,5.65
ORD-10321,2022-09-22,Customer 47,Corporate,USA,Seattle,Washington,West,Office Supplies,Storage,Storage Model 128,457.18,8,0.2,16.49
ORD-10322,2023-11-25,Customer 106,Corporate,USA,Miami,Florida,South,Furniture,Bookcases,Bookcases Model 767,784.23,4,0.1,126.92
ORD-10323,2022-01-09,Customer 115,Corporate,USA,Miami,Florida,South,Technology,Phones,Phones Model 722,484.62,3,0.1,72.83
ORD-10324,2022-11-06,Customer 267,Home Office,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 506,854.55,8,0.2,3.89
ORD-10325,2022-04-21,Customer 247,Consumer,USA,New York,New York,East,Technology,Machines,Machines Model 444,967.16,6,0.2,23.81
ORD-10326,2022-09-04,Customer 30,Home Office,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 513,663.0,5,0.1,24.85
ORD-10327,2023-02-19,Customer 199,Home Office,USA,Houston,Texas,Central,Technology,Phones,Phones Model 136,662.29,5,0.2,117.05
ORD-10328,2023-11-19,Customer 184,Home Office,USA,Seattle,Washington,West,Technology,Machines,Machines Model 407,237.92,9,0.3,30.13
ORD-10329,2022-12-10,Customer 46,Consumer,USA,Los Angeles,California,West,Office Supplies,Binders,Binders Model 463,481.37,5,0.1,113.96
ORD-10330,2022-05-01,Customer 241,Consumer,USA,Seattle,Washington,West,Office Supplies,Paper,Paper Model 987,384.25,10,0.2,25.34
ORD-10331,2022-06-04,Customer 71,Consumer,USA,Philadelphia,Pennsylvania,East,Furniture,Bookcases,Bookcases Model 450,137.42,7,0.2,7.32
ORD-10332,2023-10-09,Customer 91,Corporate,USA,Atlanta,Georgia,South,Furniture,Tables,Tables Model 749,865.15,3,0.0,148.72
ORD-10333,2022-04-01,Customer 67,Home Office,USA,New York,New York,East,Office Supplies,Paper,Paper Model 544,225.19,3,0.1,27.56
ORD-10334,2022-01-15,Customer 165,Home Office,USA,Atlanta,Georgia,South,Office Supplies,Paper,Paper Model 295,395.65,1,0.1,72.27
ORD-10335,2023-01-28,Customer 258,Home Office,USA,New York,New York,East,Technology,Machines,Machines Model 413,263.85,6,0.2,-4.69
ORD-10336,2023-12-05,Customer 69,Corporate,USA,Los Angeles,California,West,Furniture,Tables,Tables Model 601,949.49,8,0.2,55.47
ORD-10337,2022-01-23,Customer 259,Consumer,USA,Houston,Texas,Central,Furniture,Tables,Tables Model 226,38.74,4,0.1,2.05
ORD-10338,2022-02-19,Customer 56,Home Office,USA,Houston,Texas,Central,Office Supplies,Storage,Storage Model 956,270.67,9,0.0,53.72
ORD-10339,2023-05-01,Customer 79,Consumer,USA,New York,New York,East,Technology,Phones,Phones Model 811,428.44,7,0.0,80.04
ORD-10340,2023-12-19,Customer 71,Corporate,USA,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Storage Model 950,118.96,9,0.2,12.57
ORD-10341,2022-09-27,Customer 268,Consumer,USA,New York,New York,East,Office Supplies,Binders,Binders Model 466,789.06,8,0.1,120.13
ORD-10342,2022-01-03,Customer 7,Home Office,USA,Atlanta,Georgia,South,Furniture,Chairs,Chairs Model 191,557.18,4,0.3,-9.67
ORD-10343,2023-10-22,Customer 119,Corporate,USA,Philadelphia,Pennsylvania,East,Furniture,Chairs,Chairs Model 403,783.94,2,0.0,216.52
ORD-10344,2023-11-25,Customer 161,Corporate,USA,Chicago,Illinois,Central,Furniture,Chairs,Chairs Model 856,816.91,1,0.2,32.72
ORD-10345,2023-03-25,Customer 138,Home Office,USA,New York,New York,East,Furniture,Chairs,Chairs Model 195,854.96,3,0.2,33.67
ORD-10346,2023-12-08,Customer 245,Corporate,USA,Chicago,Illinois,Central,Furniture,Chairs,Chairs Model 764,412.76,8,0.2,65.6
ORD-10347,2023-08-28,Customer 248,Home Office,USA,Los Angeles,California,West,Furniture,Bookcases,Bookcases Model 794,731.88,3,0.0,112.71
ORD-10348,2022-05-14,Customer 248,Corporate,USA,Miami,Florida,South,Technology,Accessories,Accessories Model 215,783.58,10,0.0,208.15
ORD-10349,2023-11-26,Customer 269,Home Office,USA,Atlanta,Georgia,South,Furniture,Chairs,Chairs Model 690,276.38,6,0.0,62.5
ORD-10350,2022-09-12,Customer 247,Corporate,USA,Seattle,Washington,West,Technology,Machines,Machines Model 779,694.48,10,0.0,109.88
ORD-10351,2022-06-19,Customer 39,Corporate,USA,Miami,Florida,South,Technology,Machines,Machines Model 428,73.47,3,0.3,8.3
ORD-10352,2022-08-29,Customer 41,Corporate,USA,Seattle,Washington,West,Office Supplies,Binders,Binders Model 554,516.79,9,0.3,0.42
ORD-10353,2023-02-27,Customer 19,Home Office,USA,Miami,Florida,South,Office Supplies,Paper,Paper Model 662,329.74,8,0.0,24.95
ORD-10354,2023-04-13,Customer 175,Corporate,USA,New York,New York,East,Technology,Machines,Machines Model 945,644.79,9,0.1,105.52
ORD-10355,2023-01-08,Customer 232,Consumer,USA,New York,New York,East,Office Supplies,Paper,Paper Model 199,568.95,10,0.3,45.04
ORD-10356,2022-02-16,Customer 85,Corporate,USA,Los Angeles,California,West,Office Supplies,Paper,Paper Model 243,833.29,5,0.2,104.6
ORD-10357,2022-07-15,Customer 174,Consumer,USA,Miami,Florida,South,Office Supplies,Storage,Storage Model 875,212.0,2,0.3,-9.77
ORD-10358,2023-06-01,Customer 69,Corporate,USA,Miami,Florida,South,Technology,Machines,Machines Model 104,597.03,8,0.3,38.58
ORD-10359,2022-05-12,Customer 54,Corporate,USA,Philadelphia,Pennsylvania,East,Technology,Accessories,Accessories Model 773,925.88,3,0.1,169.09
ORD-10360,2022-12-18,Customer 151,Corporate,USA,Chicago,Illinois,Central,Office Supplies,Storage,Storage Model 924,917.59,4,0.2,45.39
ORD-10361,2023-07-15,Customer 161,Home Office,USA,Los Angeles,California,West,Office Supplies,Storage,Storage Model 854,706.01,9,0.2,113.5
ORD-10362,2023-10-28,Customer 92,Home Office,USA,Los Angeles,California,West,Furniture,Bookcases,Bookcases Model 655,720.1,6,0.1,176.66
ORD-10363,2023-07-01,Customer 147,Corporate,USA,Houston,Texas,Central,Office Supplies,Storage,Storage Model 927,490.76,10,0.3,33.65
ORD-10364,2022-06-14,Customer 147,Home Office,USA,New York,New York,East,Furniture,Tables,Tables Model 356,162.42,1,0.1,10.84
ORD-10365,2023-04-09,Customer 53,Home Office,USA,Los Angeles,California,West,Technology,Accessories,Accessories Model 988,219.92,9,0.0,30.72
ORD-10366,2023-02-01,Customer 214,Home Office,USA,Seattle,Washington,West,Furniture,Bookcases,Bookcases Model 420,788.62,5,0.0,222.09
ORD-10367,2023-12-23,Customer 189,Home Office,USA,New York,New York,East,Technology,Accessories,Accessories Model 659,219.03,8,0.1,49.91
ORD-10368,2023-06-11,Customer 62,Corporate,USA,Los Angeles,California,West,Office Supplies,Paper,Paper Model 141,193.88,2,0.1,46.65
ORD-10369,2023-04-23,Customer 80,Consumer,USA,Atlanta,Georgia,South,Technology,Accessories,Accessories Model 257,147.47,10,0.2,-7.17
ORD-10370,2023-07-18,Customer 184,Consumer,USA,Houston,Texas,Central,Technology,Machines,Machines Model 902,846.28,5,0.3,82.49
ORD-10371,2023-07-04,Customer 207,Consumer,USA,Houston,Texas,Central,Furniture,Bookcases,Bookcases Model 457,86.81,9,0.1,9.03
ORD-10372,2023-09-26,Customer 272,Corporate,USA,Los Angeles,California,West,Technology,Accessories,Accessories Model 674,344.45,5,0.1,81.83
ORD-10373,2023-11-30,Customer 165,Corporate,USA,New York,New York,East,Technology,Accessories,Accessories Model 915,456.75,10,0.1,109.49
ORD-10374,2023-06-05,Customer 229,Corporate,USA,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Storage Model 144,729.5,1,0.2,57.32
ORD-10375,2023-07-05,Customer 274,Consumer,USA,Houston,Texas,Central,Office Supplies,Storage,Storage Model 741,100.7,2,0.1,24.46
ORD-10376,2023-12-21,Customer 223,Home Office,USA,New York,New York,East,Technology,Machines,Machines Model 936,778.11,7,0.0,78.9
ORD-10377,2022-07-02,Customer 129,Home Office,USA,New York,New York,East,Furniture,Tables,Tables Model 172,722.53,1,0.0,49.36
ORD-10378,2023-02-03,Customer 61,Home Office,USA,Seattle,Washington,West,Office Supplies,Paper,Paper Model 106,462.1,7,0.3,-9.66
ORD-10379,2023-12-04,Customer 155,Home Office,USA,New York,New York,East,Technology,Phones,Phones Model 188,370.55,9,0.0,45.38
ORD-10380,2022-08-14,Customer 70,Home Office,USA,Chicago,Illinois,Central,Office Supplies,Paper,Paper Model 500,825.68,1,0.3,-50.3
ORD-10381,2023-07-23,Customer 73,Consumer,USA,Houston,Texas,Central,Office Supplies,Storage,Storage Model 142,889.24,6,0.0,167.52
ORD-10382,2022-12-19,Customer 109,Corporate,USA,Philadelphia,Pennsylvania,East,Technology,Machines,Machines Model 761,948.04,5,0.1,177.35
ORD-10383,2023-11-19,Customer 291,Consumer,USA,Los Angeles,California,West,Furniture,Chairs,Chairs Model 971,624.55,5,0.1,17.9
ORD-10384,2023-05-14,Customer 170,Corporate,USA,Miami,Florida,South,Office Supplies,Storage,Storage Model 231,86.02,2,0.1,15.6
ORD-10385,2022-12-03,Customer 157,Home Office,USA,Los Angeles,California,West,Office Supplies,Storage,Storage Model 698,88.41,4,0.2,6.32
